Date,Day,Product,Category,Warehouse,Supplier,Promotion,Units_Sold,Current_Stock,Unit_Price,Cost_Price,Lead_Time_Days
2025-01-07,Tuesday,Keyboard,Accessories,Bengaluru,TechSource Pvt Ltd,False,16,68,1500,1000,3
2025-01-07,Tuesday,Mouse,Accessories,Mumbai,Smart Distribution,False,49,213,800,500,2
2025-01-07,Tuesday,Monitor,Electronics,Mumbai,TechSource Pvt Ltd,True,5,294,12000,9000,5
2025-01-07,Tuesday,Printer,Office,Hyderabad,Global Electronics,False,11,226,18000,14500,8
2025-01-07,Tuesday,Headphones,Accessories,Chennai,Prime Supply Co,False,46,20,3000,2200,4
2025-01-07,Tuesday,Router,Networking,Hyderabad,Prime Supply Co,False,10,172,4500,3200,4
2025-01-07,Tuesday,Webcam,Accessories,Bengaluru,Global Electronics,False,25,339,2500,1800,3
2025-01-08,Wednesday,Laptop,Electronics,Hyderabad,TechSource Pvt Ltd,False,22,264,65000,52000,7
2025-01-08,Wednesday,Smartphone,Electronics,Mumbai,Smart Distribution,True,23,280,35000,28000,5
2025-01-08,Wednesday,Tablet,Electronics,Mumbai,Global Electronics,False,28,289,25000,20000,6
2025-01-08,Wednesday,Keyboard,Accessories,Hyderabad,Rapid Logistics,False,22,86,1500,1000,3
2025-01-08,Wednesday,Mouse,Accessories,Bengaluru,Rapid Logistics,False,58,196,800,500,2
2025-01-08,Wednesday,Monitor,Electronics,Chennai,Smart Distribution,True,21,82,12000,9000,5
2025-01-08,Wednesday,Printer,Office,Delhi,TechSource Pvt Ltd,False,9,236,18000,14500,8
2025-01-08,Wednesday,Headphones,Accessories,Bengaluru,TechSource Pvt Ltd,False,56,107,3000,2200,4
2025-01-08,Wednesday,Router,Networking,Chennai,Smart Distribution,False,34,311,4500,3200,4
2025-01-08,Wednesday,Webcam,Accessories,Chennai,Smart Distribution,False,8,304,2500,1800,3
2025-01-09,Thursday,Laptop,Electronics,Mumbai,TechSource Pvt Ltd,False,9,56,65000,52000,7
2025-01-09,Thursday,Smartphone,Electronics,Bengaluru,TechSource Pvt Ltd,False,35,194,35000,28000,5
2025-01-09,Thursday,Tablet,Electronics,Bengaluru,Smart Distribution,False,10,334,25000,20000,6
2025-01-09,Thursday,Keyboard,Accessories,Bengaluru,Rapid Logistics,False,42,672,1500,1000,3
2025-01-09,Thursday,Mouse,Accessories,Mumbai,Global Electronics,True,81,799,800,500,2
2025-01-09,Thursday,Monitor,Electronics,Mumbai,Smart Distribution,True,18,178,12000,9000,5
2025-01-09,Thursday,Printer,Office,Chennai,Global Electronics,False,8,246,18000,14500,8
2025-01-09,Thursday,Headphones,Accessories,Mumbai,Global Electronics,False,40,170,3000,2200,4
2025-01-09,Thursday,Router,Networking,Hyderabad,Global Electronics,False,10,840,4500,3200,4
2025-01-09,Thursday,Webcam,Accessories,Delhi,Global Electronics,False,25,324,2500,1800,3
2025-01-10,Friday,Laptop,Electronics,Chennai,Global Electronics,False,8,27,65000,52000,7
2025-01-10,Friday,Smartphone,Electronics,Mumbai,Global Electronics,True,37,84,35000,28000,5
2025-01-10,Friday,Tablet,Electronics,Hyderabad,Rapid Logistics,False,18,316,25000,20000,6
2025-01-10,Friday,Keyboard,Accessories,Mumbai,Global Electronics,False,49,301,1500,1000,3
2025-01-10,Friday,Mouse,Accessories,Delhi,Smart Distribution,False,60,201,800,500,2
2025-01-10,Friday,Monitor,Electronics,Hyderabad,Global Electronics,False,15,262,12000,9000,5
2025-01-10,Friday,Printer,Office,Bengaluru,Rapid Logistics,False,8,334,18000,14500,8
2025-01-10,Friday,Headphones,Accessories,Chennai,Smart Distribution,False,29,528,3000,2200,4
2025-01-10,Friday,Router,Networking,Delhi,Global Electronics,False,22,164,4500,3200,4
2025-01-10,Friday,Webcam,Accessories,Chennai,Prime Supply Co,False,12,217,2500,1800,3
2025-01-11,Saturday,Laptop,Electronics,Hyderabad,Prime Supply Co,False,21,104,65000,52000,7
2025-01-11,Saturday,Smartphone,Electronics,Bengaluru,Prime Supply Co,False,27,324,35000,28000,5
2025-01-11,Saturday,Tablet,Electronics,Bengaluru,Global Electronics,False,17,190,25000,20000,6
2025-01-11,Saturday,Keyboard,Accessories,Bengaluru,TechSource Pvt Ltd,False,51,22,1500,1000,3
2025-01-11,Saturday,Mouse,Accessories,Mumbai,TechSource Pvt Ltd,False,98,238,800,500,2
2025-01-11,Saturday,Monitor,Electronics,Chennai,Smart Distribution,False,26,181,12000,9000,5
2025-01-11,Saturday,Printer,Office,Chennai,Rapid Logistics,False,10,56,18000,14500,8
2025-01-11,Saturday,Headphones,Accessories,Delhi,Smart Distribution,False,31,230,3000,2200,4
2025-01-11,Saturday,Router,Networking,Bengaluru,Rapid Logistics,False,25,311,4500,3200,4
2025-01-11,Saturday,Webcam,Accessories,Chennai,Prime Supply Co,True,12,203,2500,1800,3
2025-01-12,Sunday,Laptop,Electronics,Chennai,Global Electronics,True,22,216,65000,52000,7
2025-01-12,Sunday,Smartphone,Electronics,Delhi,Prime Supply Co,False,53,91,35000,28000,5
2025-01-12,Sunday,Tablet,Electronics,Hyderabad,TechSource Pvt Ltd,False,17,329,25000,20000,6
2025-01-12,Sunday,Keyboard,Accessories,Bengaluru,TechSource Pvt Ltd,False,24,195,1500,1000,3
2025-01-12,Sunday,Mouse,Accessories,Chennai,Smart Distribution,False,69,318,800,500,2
2025-01-12,Sunday,Monitor,Electronics,Mumbai,TechSource Pvt Ltd,False,23,62,12000,9000,5
2025-01-12,Sunday,Printer,Office,Bengaluru,Rapid Logistics,False,1,595,18000,14500,8
2025-01-12,Sunday,Headphones,Accessories,Bengaluru,Rapid Logistics,False,73,349,3000,2200,4
2025-01-12,Sunday,Router,Networking,Hyderabad,Rapid Logistics,False,21,853,4500,3200,4
2025-01-12,Sunday,Webcam,Accessories,Chennai,Global Electronics,True,32,214,2500,1800,3
2025-01-13,Monday,Laptop,Electronics,Bengaluru,Prime Supply Co,False,11,191,65000,52000,7
2025-01-13,Monday,Smartphone,Electronics,Hyderabad,TechSource Pvt Ltd,True,38,189,35000,28000,5
2025-01-13,Monday,Tablet,Electronics,Hyderabad,Rapid Logistics,True,15,164,25000,20000,6
2025-01-13,Monday,Keyboard,Accessories,Hyderabad,Rapid Logistics,False,20,313,1500,1000,3
2025-01-13,Monday,Mouse,Accessories,Mumbai,Smart Distribution,False,74,227,800,500,2
2025-01-13,Monday,Monitor,Electronics,Chennai,Smart Distribution,False,9,178,12000,9000,5
2025-01-13,Monday,Printer,Office,Chennai,TechSource Pvt Ltd,True,10,327,18000,14500,8
2025-01-13,Monday,Headphones,Accessories,Delhi,Rapid Logistics,False,67,242,3000,2200,4
2025-01-13,Monday,Router,Networking,Hyderabad,TechSource Pvt Ltd,False,22,272,4500,3200,4
2025-01-13,Monday,Webcam,Accessories,Mumbai,Global Electronics,False,26,189,2500,1800,3
2025-01-14,Tuesday,Laptop,Electronics,Chennai,Prime Supply Co,False,10,112,65000,52000,7
2025-01-14,Tuesday,Smartphone,Electronics,Delhi,Global Electronics,False,35,279,35000,28000,5
2025-01-14,Tuesday,Tablet,Electronics,Mumbai,Prime Supply Co,False,25,260,25000,20000,6
2025-01-14,Tuesday,Keyboard,Accessories,Mumbai,Global Electronics,False,26,223,1500,1000,3
2025-01-14,Tuesday,Mouse,Accessories,Mumbai,Prime Supply Co,False,67,722,800,500,2
2025-01-14,Tuesday,Monitor,Electronics,Delhi,Global Electronics,False,21,344,12000,9000,5
2025-01-14,Tuesday,Printer,Office,Hyderabad,Smart Distribution,True,6,230,18000,14500,8
2025-01-14,Tuesday,Headphones,Accessories,Hyderabad,Rapid Logistics,False,54,856,3000,2200,4
2025-01-14,Tuesday,Router,Networking,Bengaluru,Smart Distribution,True,28,312,4500,3200,4
2025-01-14,Tuesday,Webcam,Accessories,Mumbai,Global Electronics,False,12,779,2500,1800,3
2025-01-15,Wednesday,Laptop,Electronics,Bengaluru,Prime Supply Co,False,16,803,65000,52000,7
2025-01-15,Wednesday,Smartphone,Electronics,Delhi,TechSource Pvt Ltd,False,22,157,35000,28000,5
2025-01-15,Wednesday,Tablet,Electronics,Chennai,TechSource Pvt Ltd,True,15,641,25000,20000,6
2025-01-15,Wednesday,Keyboard,Accessories,Hyderabad,Global Electronics,False,13,232,1500,1000,3
2025-01-15,Wednesday,Mouse,Accessories,Chennai,Global Electronics,False,70,802,800,500,2
2025-01-15,Wednesday,Monitor,Electronics,Bengaluru,Global Electronics,False,13,327,12000,9000,5
2025-01-15,Wednesday,Printer,Office,Delhi,Rapid Logistics,False,2,236,18000,14500,8
2025-01-15,Wednesday,Headphones,Accessories,Mumbai,Prime Supply Co,False,23,271,3000,2200,4
2025-01-15,Wednesday,Router,Networking,Hyderabad,Rapid Logistics,True,17,336,4500,3200,4
2025-01-15,Wednesday,Webcam,Accessories,Hyderabad,Global Electronics,False,13,296,2500,1800,3
2025-01-16,Thursday,Laptop,Electronics,Chennai,Smart Distribution,False,12,340,65000,52000,7
2025-01-16,Thursday,Smartphone,Electronics,Mumbai,Rapid Logistics,False,57,348,35000,28000,5
2025-01-16,Thursday,Tablet,Electronics,Bengaluru,Smart Distribution,True,34,84,25000,20000,6
2025-01-16,Thursday,Keyboard,Accessories,Chennai,Smart Distribution,True,50,222,1500,1000,3
2025-01-16,Thursday,Mouse,Accessories,Mumbai,Rapid Logistics,False,39,57,800,500,2
2025-01-16,Thursday,Monitor,Electronics,Hyderabad,Prime Supply Co,False,27,302,12000,9000,5
2025-01-16,Thursday,Printer,Office,Hyderabad,Global Electronics,False,16,240,18000,14500,8
2025-01-16,Thursday,Headphones,Accessories,Bengaluru,Prime Supply Co,False,45,293,3000,2200,4
2025-01-16,Thursday,Router,Networking,Hyderabad,TechSource Pvt Ltd,False,23,252,4500,3200,4
2025-01-16,Thursday,Webcam,Accessories,Delhi,Rapid Logistics,False,10,70,2500,1800,3
2025-01-17,Friday,Laptop,Electronics,Mumbai,TechSource Pvt Ltd,False,8,175,65000,52000,7
2025-01-17,Friday,Smartphone,Electronics,Bengaluru,Smart Distribution,False,24,213,35000,28000,5
2025-01-17,Friday,Tablet,Electronics,Hyderabad,Smart Distribution,False,26,623,25000,20000,6
2025-01-17,Friday,Keyboard,Accessories,Chennai,Rapid Logistics,False,44,851,1500,1000,3
2025-01-17,Friday,Mouse,Accessories,Hyderabad,Prime Supply Co,True,63,197,800,500,2
2025-01-17,Friday,Monitor,Electronics,Delhi,Prime Supply Co,False,16,306,12000,9000,5
2025-01-17,Friday,Printer,Office,Hyderabad,Smart Distribution,False,14,189,18000,14500,8
2025-01-17,Friday,Headphones,Accessories,Bengaluru,TechSource Pvt Ltd,False,35,236,3000,2200,4
2025-01-17,Friday,Router,Networking,Chennai,Rapid Logistics,True,32,317,4500,3200,4
2025-01-17,Friday,Webcam,Accessories,Hyderabad,Rapid Logistics,False,24,296,2500,1800,3
2025-01-18,Saturday,Laptop,Electronics,Mumbai,Prime Supply Co,False,20,199,65000,52000,7
2025-01-18,Saturday,Smartphone,Electronics,Chennai,TechSource Pvt Ltd,False,28,280,35000,28000,5
2025-01-18,Saturday,Tablet,Electronics,Chennai,Smart Distribution,False,18,171,25000,20000,6
2025-01-18,Saturday,Keyboard,Accessories,Delhi,TechSource Pvt Ltd,False,25,267,1500,1000,3
2025-01-18,Saturday,Mouse,Accessories,Hyderabad,Global Electronics,False,72,56,800,500,2
2025-01-18,Saturday,Monitor,Electronics,Hyderabad,Smart Distribution,False,14,163,12000,9000,5
2025-01-18,Saturday,Printer,Office,Bengaluru,Rapid Logistics,True,9,318,18000,14500,8
2025-01-18,Saturday,Headphones,Accessories,Chennai,Prime Supply Co,False,33,345,3000,2200,4
2025-01-18,Saturday,Router,Networking,Bengaluru,Prime Supply Co,False,37,255,4500,3200,4
2025-01-18,Saturday,Webcam,Accessories,Hyderabad,TechSource Pvt Ltd,False,17,159,2500,1800,3
2025-01-19,Sunday,Laptop,Electronics,Chennai,Global Electronics,True,18,183,65000,52000,7
2025-01-19,Sunday,Smartphone,Electronics,Hyderabad,Prime Supply Co,False,49,170,35000,28000,5
2025-01-19,Sunday,Tablet,Electronics,Hyderabad,Global Electronics,False,29,822,25000,20000,6
2025-01-19,Sunday,Keyboard,Accessories,Delhi,Global Electronics,False,43,505,1500,1000,3
2025-01-19,Sunday,Mouse,Accessories,Delhi,TechSource Pvt Ltd,False,39,325,800,500,2
2025-01-19,Sunday,Monitor,Electronics,Bengaluru,Smart Distribution,True,15,329,12000,9000,5
2025-01-19,Sunday,Printer,Office,Bengaluru,TechSource Pvt Ltd,True,17,260,18000,14500,8
2025-01-19,Sunday,Headphones,Accessories,Bengaluru,Smart Distribution,True,97,175,3000,2200,4
2025-01-19,Sunday,Router,Networking,Chennai,Rapid Logistics,False,39,87,4500,3200,4
2025-01-19,Sunday,Webcam,Accessories,Bengaluru,TechSource Pvt Ltd,True,29,787,2500,1800,3
2025-01-20,Monday,Laptop,Electronics,Bengaluru,Prime Supply Co,False,13,233,65000,52000,7
2025-01-20,Monday,Smartphone,Electronics,Hyderabad,Global Electronics,False,43,607,35000,28000,5
2025-01-20,Monday,Tablet,Electronics,Chennai,Smart Distribution,False,12,167,25000,20000,6
2025-01-20,Monday,Keyboard,Accessories,Delhi,Rapid Logistics,False,28,340,1500,1000,3
2025-01-20,Monday,Mouse,Accessories,Mumbai,Prime Supply Co,False,77,340,800,500,2
2025-01-20,Monday,Monitor,Electronics,Mumbai,Rapid Logistics,False,21,519,12000,9000,5
2025-01-20,Monday,Printer,Office,Hyderabad,Global Electronics,False,8,90,18000,14500,8
2025-01-20,Monday,Headphones,Accessories,Delhi,Rapid Logistics,False,23,26,3000,2200,4
2025-01-20,Monday,Router,Networking,Chennai,Global Electronics,True,41,236,4500,3200,4
2025-01-20,Monday,Webcam,Accessories,Chennai,Rapid Logistics,False,25,151,2500,1800,3
2025-01-21,Tuesday,Laptop,Electronics,Bengaluru,Rapid Logistics,False,12,246,65000,52000,7
2025-01-21,Tuesday,Smartphone,Electronics,Hyderabad,Smart Distribution,False,59,55,35000,28000,5
2025-01-21,Tuesday,Tablet,Electronics,Mumbai,Prime Supply Co,False,30,63,25000,20000,6
2025-01-21,Tuesday,Keyboard,Accessories,Delhi,Rapid Logistics,True,21,179,1500,1000,3
2025-01-21,Tuesday,Mouse,Accessories,Bengaluru,Prime Supply Co,False,70,56,800,500,2
2025-01-21,Tuesday,Monitor,Electronics,Delhi,Prime Supply Co,False,12,309,12000,9000,5
2025-01-21,Tuesday,Printer,Office,Bengaluru,Global Electronics,False,6,43,18000,14500,8
2025-01-21,Tuesday,Headphones,Accessories,Mumbai,Prime Supply Co,False,50,209,3000,2200,4
2025-01-21,Tuesday,Router,Networking,Chennai,Rapid Logistics,True,29,204,4500,3200,4
2025-01-21,Tuesday,Webcam,Accessories,Mumbai,Rapid Logistics,True,15,314,2500,1800,3
2025-01-22,Wednesday,Laptop,Electronics,Mumbai,Global Electronics,False,1,286,65000,52000,7
2025-01-22,Wednesday,Smartphone,Electronics,Delhi,Smart Distribution,False,36,264,35000,28000,5
2025-01-22,Wednesday,Tablet,Electronics,Chennai,Rapid Logistics,False,26,188,25000,20000,6
2025-01-22,Wednesday,Keyboard,Accessories,Bengaluru,Prime Supply Co,False,24,306,1500,1000,3
2025-01-22,Wednesday,Mouse,Accessories,Chennai,Prime Supply Co,False,58,299,800,500,2
2025-01-22,Wednesday,Monitor,Electronics,Mumbai,Global Electronics,False,20,173,12000,9000,5
2025-01-22,Wednesday,Printer,Office,Chennai,Prime Supply Co,True,7,68,18000,14500,8
2025-01-22,Wednesday,Headphones,Accessories,Delhi,TechSource Pvt Ltd,False,34,309,3000,2200,4
2025-01-22,Wednesday,Router,Networking,Bengaluru,Global Electronics,False,26,209,4500,3200,4
2025-01-22,Wednesday,Webcam,Accessories,Chennai,TechSource Pvt Ltd,False,29,548,2500,1800,3
2025-01-23,Thursday,Laptop,Electronics,Mumbai,TechSource Pvt Ltd,False,2,292,65000,52000,7
2025-01-23,Thursday,Smartphone,Electronics,Chennai,Global Electronics,False,27,781,35000,28000,5
2025-01-23,Thursday,Tablet,Electronics,Delhi,Rapid Logistics,False,21,177,25000,20000,6
2025-01-23,Thursday,Keyboard,Accessories,Hyderabad,Global Electronics,False,46,169,1500,1000,3
2025-01-23,Thursday,Mouse,Accessories,Mumbai,TechSource Pvt Ltd,False,74,194,800,500,2
2025-01-23,Thursday,Monitor,Electronics,Delhi,Rapid Logistics,False,17,205,12000,9000,5
2025-01-23,Thursday,Printer,Office,Bengaluru,Rapid Logistics,False,6,179,18000,14500,8
2025-01-23,Thursday,Headphones,Accessories,Delhi,Global Electronics,True,34,318,3000,2200,4
2025-01-23,Thursday,Router,Networking,Bengaluru,Rapid Logistics,True,19,296,4500,3200,4
2025-01-23,Thursday,Webcam,Accessories,Chennai,Prime Supply Co,False,11,192,2500,1800,3
2025-01-24,Friday,Laptop,Electronics,Delhi,TechSource Pvt Ltd,False,5,96,65000,52000,7
2025-01-24,Friday,Smartphone,Electronics,Chennai,Smart Distribution,False,41,94,35000,28000,5
2025-01-24,Friday,Tablet,Electronics,Chennai,Smart Distribution,False,26,170,25000,20000,6
2025-01-24,Friday,Keyboard,Accessories,Chennai,Global Electronics,True,40,313,1500,1000,3
2025-01-24,Friday,Mouse,Accessories,Bengaluru,Rapid Logistics,False,62,796,800,500,2
2025-01-24,Friday,Monitor,Electronics,Chennai,Global Electronics,False,28,164,12000,9000,5
2025-01-24,Friday,Printer,Office,Chennai,Rapid Logistics,True,15,180,18000,14500,8
2025-01-24,Friday,Headphones,Accessories,Chennai,Global Electronics,True,43,532,3000,2200,4
2025-01-24,Friday,Router,Networking,Chennai,Global Electronics,True,13,164,4500,3200,4
2025-01-24,Friday,Webcam,Accessories,Delhi,Prime Supply Co,False,25,42,2500,1800,3
2025-01-25,Saturday,Laptop,Electronics,Bengaluru,TechSource Pvt Ltd,False,12,171,65000,52000,7
2025-01-25,Saturday,Smartphone,Electronics,Mumbai,TechSource Pvt Ltd,False,58,63,35000,28000,5
2025-01-25,Saturday,Tablet,Electronics,Hyderabad,TechSource Pvt Ltd,False,33,297,25000,20000,6
2025-01-25,Saturday,Keyboard,Accessories,Delhi,Smart Distribution,False,25,340,1500,1000,3
2025-01-25,Saturday,Mouse,Accessories,Bengaluru,Prime Supply Co,False,71,690,800,500,2
2025-01-25,Saturday,Monitor,Electronics,Bengaluru,Rapid Logistics,True,13,319,12000,9000,5
2025-01-25,Saturday,Printer,Office,Mumbai,Smart Distribution,False,9,348,18000,14500,8
2025-01-25,Saturday,Headphones,Accessories,Mumbai,Rapid Logistics,False,75,327,3000,2200,4
2025-01-25,Saturday,Router,Networking,Bengaluru,Rapid Logistics,False,21,37,4500,3200,4
2025-01-25,Saturday,Webcam,Accessories,Chennai,Smart Distribution,True,28,273,2500,1800,3
2025-01-26,Sunday,Laptop,Electronics,Chennai,Smart Distribution,False,11,242,65000,52000,7
2025-01-26,Sunday,Smartphone,Electronics,Delhi,Rapid Logistics,False,55,280,35000,28000,5
2025-01-26,Sunday,Tablet,Electronics,Mumbai,Prime Supply Co,False,33,644,25000,20000,6
2025-01-26,Sunday,Keyboard,Accessories,Bengaluru,Rapid Logistics,False,30,21,1500,1000,3
2025-01-26,Sunday,Mouse,Accessories,Delhi,TechSource Pvt Ltd,False,40,44,800,500,2
2025-01-26,Sunday,Monitor,Electronics,Chennai,Prime Supply Co,False,11,525,12000,9000,5
2025-01-26,Sunday,Printer,Office,Chennai,Prime Supply Co,True,6,24,18000,14500,8
2025-01-26,Sunday,Headphones,Accessories,Delhi,TechSource Pvt Ltd,False,35,305,3000,2200,4
2025-01-26,Sunday,Router,Networking,Chennai,Rapid Logistics,False,34,329,4500,3200,4
2025-01-26,Sunday,Webcam,Accessories,Mumbai,Rapid Logistics,False,37,312,2500,1800,3
2025-01-27,Monday,Laptop,Electronics,Chennai,Global Electronics,True,26,282,65000,52000,7
2025-01-27,Monday,Smartphone,Electronics,Chennai,TechSource Pvt Ltd,False,47,273,35000,28000,5
2025-01-27,Monday,Tablet,Electronics,Bengaluru,Global Electronics,True,20,348,25000,20000,6
2025-01-27,Monday,Keyboard,Accessories,Mumbai,Smart Distribution,True,52,285,1500,1000,3
2025-01-27,Monday,Mouse,Accessories,Chennai,Rapid Logistics,False,59,103,800,500,2
2025-01-27,Monday,Monitor,Electronics,Chennai,TechSource Pvt Ltd,False,5,69,12000,9000,5
2025-01-27,Monday,Printer,Office,Chennai,Prime Supply Co,False,6,228,18000,14500,8
2025-01-27,Monday,Headphones,Accessories,Bengaluru,Global Electronics,False,50,191,3000,2200,4
2025-01-27,Monday,Router,Networking,Hyderabad,TechSource Pvt Ltd,False,35,316,4500,3200,4
2025-01-27,Monday,Webcam,Accessories,Hyderabad,Prime Supply Co,False,24,613,2500,1800,3
2025-01-28,Tuesday,Laptop,Electronics,Bengaluru,Global Electronics,False,5,323,65000,52000,7
2025-01-28,Tuesday,Smartphone,Electronics,Delhi,Global Electronics,False,28,104,35000,28000,5
2025-01-28,Tuesday,Tablet,Electronics,Chennai,Smart Distribution,False,28,330,25000,20000,6
2025-01-28,Tuesday,Keyboard,Accessories,Hyderabad,Global Electronics,False,19,153,1500,1000,3
